-6.020089721679687500e+02	-5.875541381835937500e+02	-6.020089721679687500e+02	-6.020089111328125000e+02	-5.875541381835937500e+02	-5.875541992187500000e+02	-6.020089721679687500e+02	-5.875541992187500000e+02	-6.020089111328125000e+02	-5.875541381835937500e+02
-2.694219665527343750e+02	-2.471293640136718750e+02	-2.374165344238281250e+02	-2.585788574218750000e+02	-2.493022155761718750e+02	-2.484078063964843750e+02	-2.470398559570312500e+02	-2.483890686035156250e+02	-2.406979064941406250e+02	-2.366444396972656250e+02
-1.729299621582031250e+02	-1.860142822265625000e+02	-1.734864501953125000e+02	-1.684478149414062500e+02	-1.694857788085937500e+02	-1.704959716796875000e+02	-1.710190124511718750e+02	-1.656905822753906250e+02	-1.687021484375000000e+02	-1.709326782226562500e+02
-1.195624694824218750e+02	-1.231746520996093750e+02	-1.199121704101562500e+02	-1.195710144042968750e+02	-1.207449340820312500e+02	-1.224439086914062500e+02	-1.203939819335937500e+02	-1.221919250488281250e+02	-1.200041809082031250e+02	-1.230924987792968750e+02
-1.145761108398437500e+02	-1.102702026367187500e+02	-1.113619384765625000e+02	-1.093400573730468750e+02	-1.082336120605468750e+02	-1.095353393554687500e+02	-1.081961059570312500e+02	-1.093558654785156250e+02	-1.132830200195312500e+02	-1.117683105468750000e+02
-1.088143005371093750e+02	-1.074042358398437500e+02	-1.100460510253906250e+02	-1.088061828613281250e+02	-1.079729003906250000e+02	-1.096066284179687500e+02	-1.078729553222656250e+02	-1.098773193359375000e+02	-1.082757873535156250e+02	-1.084807434082031250e+02
-1.090697326660156250e+02	-1.099046020507812500e+02	-1.097683715820312500e+02	-1.103388977050781250e+02	-1.105237731933593750e+02	-1.105794067382812500e+02	-1.104978027343750000e+02	-1.095002746582031250e+02	-1.098539123535156250e+02	-1.099072265625000000e+02
-1.117481994628906250e+02	-1.109790649414062500e+02	-1.117513732910156250e+02	-1.120671997070312500e+02	-1.115503845214843750e+02	-1.115337219238281250e+02	-1.113789062500000000e+02	-1.106922912597656250e+02	-1.115121765136718750e+02	-1.111356506347656250e+02
-1.132845458984375000e+02	-1.132999572753906250e+02	-1.134123840332031250e+02	-1.135275268554687500e+02	-1.131644592285156250e+02	-1.130942993164062500e+02	-1.138606567382812500e+02	-1.134185485839843750e+02	-1.137396545410156250e+02	-1.133638000488281250e+02
-1.155656433105468750e+02	-1.157234802246093750e+02	-1.156720275878906250e+02	-1.149876403808593750e+02	-1.150073242187500000e+02	-1.157051391601562500e+02	-1.155908508300781250e+02	-1.150501098632812500e+02	-1.152385864257812500e+02	-1.154282531738281250e+02
-1.170252380371093750e+02	-1.175722045898437500e+02	-1.175494079589843750e+02	-1.173297424316406250e+02	-1.170327148437500000e+02	-1.182934265136718750e+02	-1.173827819824218750e+02	-1.176394348144531250e+02	-1.173292846679687500e+02	-1.177937011718750000e+02
-1.198582763671875000e+02	-1.195899963378906250e+02	-1.192386474609375000e+02	-1.191736755371093750e+02	-1.198801879882812500e+02	-1.188446960449218750e+02	-1.186058959960937500e+02	-1.186809997558593750e+02	-1.202725524902343750e+02	-1.191778259277343750e+02
-1.208399047851562500e+02	-1.218775939941406250e+02	-1.210266723632812500e+02	-1.212245788574218750e+02	-1.207199707031250000e+02	-1.210545959472656250e+02	-1.214293518066406250e+02	-1.216141662597656250e+02	-1.214106140136718750e+02	-1.206540832519531250e+02
-1.228691711425781250e+02	-1.229318542480468750e+02	-1.224562377929687500e+02	-1.227455139160156250e+02	-1.229869689941406250e+02	-1.228424987792968750e+02	-1.224768981933593750e+02	-1.236456604003906250e+02	-1.229231567382812500e+02	-1.225556335449218750e+02
-1.252602844238281250e+02	-1.244786071777343750e+02	-1.250668029785156250e+02	-1.247203369140625000e+02	-1.248407287597656250e+02	-1.258931579589843750e+02	-1.247106628417968750e+02	-1.244726257324218750e+02	-1.246064147949218750e+02	-1.251687011718750000e+02
-1.274209899902343750e+02	-1.270753173828125000e+02	-1.269010925292968750e+02	-1.272560729980468750e+02	-1.271356506347656250e+02	-1.268336791992187500e+02	-1.264245300292968750e+02	-1.262824401855468750e+02	-1.264959411621093750e+02	-1.261753845214843750e+02
-1.288026428222656250e+02	-1.286554565429687500e+02	-1.288522644042968750e+02	-1.285409851074218750e+02	-1.283474426269531250e+02	-1.289333801269531250e+02	-1.284681701660156250e+02	-1.287674560546875000e+02	-1.286120910644531250e+02	-1.281860656738281250e+02
-1.289935607910156250e+02	-1.288208923339843750e+02	-1.287841491699218750e+02	-1.285302734375000000e+02	-1.284607238769531250e+02	-1.286512756347656250e+02	-1.287937011718750000e+02	-1.284317932128906250e+02	-1.290123291015625000e+02	-1.289214782714843750e+02
