4.337762451171875000e+01	4.353735733032226562e+01	4.338102340698242188e+01	4.309129714965820312e+01	4.305007553100585938e+01	4.878238296508789062e+01	4.310843658447265625e+01	4.305200195312500000e+01	4.321939849853515625e+01	4.585944747924804688e+01
1.592975997924804688e+01	1.564815330505371094e+01	1.575414466857910156e+01	1.495018768310546875e+01	1.534787559509277344e+01	1.533076095581054688e+01	1.562135696411132812e+01	1.524295234680175781e+01	1.523482131958007812e+01	1.530951309204101562e+01
1.122424507141113281e+01	1.159739112854003906e+01	1.164747428894042969e+01	1.135694885253906250e+01	1.180184173583984375e+01	1.156712722778320312e+01	1.234453582763671875e+01	1.144578552246093750e+01	1.141403770446777344e+01	1.158188438415527344e+01
8.802242279052734375e+00	8.236482620239257812e+00	8.458692550659179688e+00	8.163543701171875000e+00	8.333641052246093750e+00	7.978061676025390625e+00	7.913742065429687500e+00	8.179639816284179688e+00	9.086757659912109375e+00	1.030321884155273438e+01
8.759185791015625000e+00	9.155502319335937500e+00	8.777606964111328125e+00	9.023521423339843750e+00	8.750907897949218750e+00	8.725883483886718750e+00	8.592403411865234375e+00	8.653409957885742188e+00	8.465282440185546875e+00	8.681665420532226562e+00
4.650682449340820312e+00	2.464414596557617188e+00	2.788339614868164062e+00	3.505025863647460938e+00	2.331501007080078125e+00	3.011554718017578125e+00	2.563436508178710938e+00	2.663934707641601562e+00	2.879243850708007812e+00	2.941352844238281250e+00
2.098829269409179688e+00	1.527627944946289062e+00	1.752471923828125000e+00	1.769420623779296875e+00	2.078458786010742188e+00	1.896638870239257812e+00	1.749265670776367188e+00	1.973154067993164062e+00	2.302385330200195312e+00	1.652156829833984375e+00
1.261232376098632812e+00	1.133872985839843750e+00	1.084486007690429688e+00	1.428611755371093750e+00	1.387834548950195312e+00	1.666194915771484375e+00	1.544109344482421875e+00	1.502956390380859375e+00	1.063259124755859375e+00	1.136562347412109375e+00
9.195022583007812500e-01	8.586769104003906250e-01	7.822952270507812500e-01	8.503208160400390625e-01	8.506984710693359375e-01	1.042312622070312500e+00	1.258295059204101562e+00	9.054107666015625000e-01	9.115180969238281250e-01	9.765281677246093750e-01
7.154636383056640625e-01	7.448062896728515625e-01	7.591552734375000000e-01	7.732162475585937500e-01	6.694049835205078125e-01	7.362251281738281250e-01	8.145446777343750000e-01	7.953052520751953125e-01	7.019100189208984375e-01	7.354927062988281250e-01
6.913166046142578125e-01	8.202934265136718750e-01	6.913604736328125000e-01	8.706054687500000000e-01	6.860141754150390625e-01	6.940650939941406250e-01	7.136440277099609375e-01	6.836833953857421875e-01	6.955127716064453125e-01	6.709098815917968750e-01
6.265983581542968750e-01	6.507396697998046875e-01	6.495265960693359375e-01	6.194553375244140625e-01	6.330738067626953125e-01	6.256980895996093750e-01	6.626110076904296875e-01	6.501045227050781250e-01	6.177730560302734375e-01	6.205863952636718750e-01
6.555557250976562500e-01	6.188602447509765625e-01	6.661109924316406250e-01	6.675777435302734375e-01	6.625328063964843750e-01	6.515159606933593750e-01	6.660404205322265625e-01	6.434192657470703125e-01	6.620063781738281250e-01	6.938610076904296875e-01
6.556968688964843750e-01	6.667556762695312500e-01	6.514644622802734375e-01	6.666965484619140625e-01	6.522865295410156250e-01	6.595439910888671875e-01	6.702842712402343750e-01	6.820392608642578125e-01	6.532611846923828125e-01	6.687984466552734375e-01
6.837921142578125000e-01	6.652946472167968750e-01	6.788215637207031250e-01	6.623287200927734375e-01	6.797389984130859375e-01	6.773624420166015625e-01	6.762104034423828125e-01	6.437301635742187500e-01	6.668930053710937500e-01	6.734447479248046875e-01
6.701297760009765625e-01	6.964912414550781250e-01	6.961688995361328125e-01	6.770648956298828125e-01	6.996421813964843750e-01	7.039318084716796875e-01	6.937046051025390625e-01	6.990356445312500000e-01	6.979503631591796875e-01	6.936130523681640625e-01
7.217369079589843750e-01	7.161312103271484375e-01	7.100391387939453125e-01	7.449588775634765625e-01	7.337379455566406250e-01	7.265357971191406250e-01	7.086582183837890625e-01	7.211265563964843750e-01	7.386131286621093750e-01	7.348155975341796875e-01
7.309894561767578125e-01	7.194633483886718750e-01	7.189197540283203125e-01	7.286396026611328125e-01	7.236156463623046875e-01	7.300071716308593750e-01	7.310581207275390625e-01	7.291069030761718750e-01	7.436599731445312500e-01	7.189865112304687500e-01
